epoch;accuracy;loss;mae;val_accuracy;val_loss;val_mae
23;0.0;0.6705249547958374;0.6705249547958374;0.0;0.6302335262298584;0.6302335262298584
24;0.0;0.665285050868988;0.665285050868988;0.0;0.6434891223907471;0.6434891223907471
25;0.0;0.6746973991394043;0.6746973991394043;0.0;0.6407023668289185;0.6407023668289185
26;0.0;0.6665453314781189;0.6665453314781189;0.0;0.62931227684021;0.62931227684021
27;0.0;0.6712102890014648;0.6712102890014648;0.0;0.642224133014679;0.642224133014679
28;0.0;0.6644381284713745;0.6644381284713745;0.0;0.628709077835083;0.628709077835083
29;0.0;0.6712169051170349;0.6712169051170349;0.0;0.616250216960907;0.616250216960907
30;0.0;0.6576462984085083;0.6576462984085083;0.0;0.6288801431655884;0.6288801431655884
31;0.0;0.6729517579078674;0.6729517579078674;0.0;0.6141772270202637;0.6141772270202637
32;0.0;0.6847751140594482;0.6847751140594482;0.0;0.6058857440948486;0.6058856844902039
33;0.0;0.6684189438819885;0.6684189438819885;0.0;0.617583155632019;0.617583155632019
34;0.0;0.6727977991104126;0.6727977991104126;0.0;0.614754319190979;0.614754319190979
35;0.0;0.672641396522522;0.672641396522522;0.0;0.6179087162017822;0.6179087162017822
36;0.0;0.6669608354568481;0.6669608354568481;0.0;0.6090352535247803;0.6090352535247803
37;0.0;0.6654748320579529;0.6654748320579529;0.0;0.6066401600837708;0.6066401600837708
38;0.0;0.6546955108642578;0.6546955108642578;0.0;0.6104611754417419;0.6104611754417419
39;0.0;0.6664968729019165;0.6664968729019165;0.0;0.6082044839859009;0.6082044839859009
40;0.0;0.6562022566795349;0.6562022566795349;0.0;0.617459237575531;0.617459237575531
41;0.0;0.6812158226966858;0.6812158226966858;0.0;0.6105234026908875;0.6105234026908875
42;0.0;0.6656902432441711;0.6656902432441711;0.0;0.6021680235862732;0.6021680235862732
43;0.0;0.6594154238700867;0.6594154238700867;0.0;0.6111058592796326;0.6111058592796326
44;0.0;0.6636626720428467;0.6636626720428467;0.0;0.6105827689170837;0.6105827689170837
45;0.0;0.6551465392112732;0.6551465392112732;0.0;0.6153855919837952;0.6153855919837952
46;0.0;0.6665013432502747;0.6665013432502747;0.0;0.6162284016609192;0.6162284016609192
47;0.0;0.6601539254188538;0.6601539254188538;0.0;0.62801194190979;0.62801194190979
48;0.0;0.6660481691360474;0.6660481691360474;0.0;0.6152171492576599;0.6152171492576599
49;0.0;0.6522769927978516;0.6522769927978516;0.0;0.6132310032844543;0.6132310032844543
50;0.0;0.6646996736526489;0.6646996736526489;0.0;0.6233433485031128;0.6233433485031128
51;0.0;0.6566162705421448;0.6566162109375;0.0;0.6206472516059875;0.6206472516059875
52;0.0;0.6437758207321167;0.6437758207321167;0.0;0.622714638710022;0.622714638710022
53;0.0;0.6601252555847168;0.6601252555847168;0.0;0.6227415800094604;0.6227415800094604
54;0.0;0.649107813835144;0.649107813835144;0.0;0.6537712812423706;0.6537712812423706
55;0.0;0.6542604565620422;0.6542604565620422;0.0;0.6315827965736389;0.6315827965736389
56;0.0;0.6520346403121948;0.6520346403121948;0.0;0.6234503984451294;0.6234503984451294
57;0.0;0.6443758010864258;0.6443758010864258;0.0;0.6174903512001038;0.6174903512001038
58;0.0;0.6387954354286194;0.6387954354286194;0.0;0.6296812891960144;0.6296812891960144
59;0.0;0.6632242202758789;0.6632242202758789;0.0;0.617366373538971;0.617366373538971
60;0.0;0.6511870622634888;0.6511870622634888;0.0;0.6242614984512329;0.6242614984512329
61;0.0;0.6408067345619202;0.6408067345619202;0.0;0.6097424030303955;0.6097424030303955
62;0.0;0.646880567073822;0.646880567073822;0.0;0.6192814111709595;0.6192814111709595
63;0.0;0.6375381350517273;0.6375381350517273;0.0;0.6174567341804504;0.6174567341804504
64;0.0;0.6491929292678833;0.6491929292678833;0.0;0.6295324563980103;0.629532516002655
65;0.0;0.6438429951667786;0.6438429951667786;0.0;0.6444797515869141;0.6444797515869141
66;0.0;0.6387214660644531;0.6387214660644531;0.0;0.6236822605133057;0.6236822605133057
67;0.0;0.6479917168617249;0.6479917168617249;0.0;0.63711017370224;0.63711017370224
68;0.0;0.6450080871582031;0.6450080871582031;0.0;0.6207848191261292;0.6207848191261292
69;0.0;0.637074887752533;0.637074887752533;0.0;0.6375176310539246;0.6375176310539246
70;0.0;0.636492133140564;0.636492133140564;0.0;0.624046266078949;0.624046266078949
71;0.0;0.6228242516517639;0.6228241324424744;0.0;0.6301652789115906;0.6301652789115906
72;0.0;0.6377867460250854;0.6377867460250854;0.0;0.6367769241333008;0.6367769241333008
73;0.0;0.650475800037384;0.650475800037384;0.0;0.6643974184989929;0.6643974184989929
74;0.0;0.653659999370575;0.653659999370575;0.0;0.6226769089698792;0.6226769089698792
75;0.0;0.6503978371620178;0.650397777557373;0.0;0.6322638392448425;0.6322638392448425
76;0.0;0.6372866630554199;0.6372866630554199;0.0;0.633133590221405;0.633133590221405
77;0.0;0.6376098990440369;0.6376098990440369;0.0;0.6170586347579956;0.6170586347579956
78;0.0;0.6304406523704529;0.6304406523704529;0.0;0.6218830347061157;0.6218830347061157
79;0.0;0.6470934152603149;0.6470934152603149;0.0;0.6238406300544739;0.6238406300544739
80;0.0;0.63910973072052;0.63910973072052;0.0;0.6111600995063782;0.6111600995063782
81;0.0;0.6282534003257751;0.6282534003257751;0.0;0.6252593994140625;0.6252593994140625
82;0.0;0.6274756193161011;0.6274756193161011;0.0;0.6385719776153564;0.6385719776153564
83;0.0;0.633881151676178;0.633881151676178;0.0;0.6353731751441956;0.6353731751441956
84;0.0;0.627397894859314;0.627397894859314;0.0;0.6304821968078613;0.6304821968078613
85;0.0;0.6359774470329285;0.6359774470329285;0.0;0.6101534962654114;0.6101534962654114
86;0.0;0.6218368411064148;0.6218368411064148;0.0;0.6148450374603271;0.6148450374603271
87;0.0;0.6200411319732666;0.6200411319732666;0.0;0.6171146631240845;0.6171146631240845
88;0.0;0.6313615441322327;0.6313615441322327;0.0;0.6172252893447876;0.6172252893447876
89;0.0;0.6325103640556335;0.6325103640556335;0.0;0.6087486743927002;0.6087486743927002
90;0.0;0.6235390901565552;0.6235390305519104;0.0;0.6103622913360596;0.6103622913360596
91;0.0;0.6344265341758728;0.6344265341758728;0.0;0.6162826418876648;0.6162826418876648
92;0.0;0.602816641330719;0.602816641330719;0.0;0.6141973733901978;0.6141973733901978
93;0.0;0.6269059777259827;0.6269059777259827;0.0;0.620327889919281;0.6203278303146362
94;0.0;0.6088709235191345;0.6088709235191345;0.0;0.632763147354126;0.632763147354126
95;0.0;0.599276602268219;0.599276602268219;0.0;0.6219316124916077;0.6219316124916077
96;0.0;0.5966544151306152;0.5966544151306152;0.0;0.631923496723175;0.631923496723175
97;0.0;0.6306331753730774;0.6306331753730774;0.0;0.6298643350601196;0.6298643350601196
98;0.0;0.6147084832191467;0.6147084832191467;0.0;0.6450455784797668;0.6450455784797668
99;0.0;0.6192156672477722;0.6192156672477722;0.0;0.630795419216156;0.630795419216156
