Dates;PX_LAST;LAST_PRICE;PX_VOLUME;PX_LAST;LAST_PRICE;PX_VOLUME;PX_LAST;LAST_PRICE;PX_VOLUME
06/07/2012;654.53;654.53;401531005;;21020.17;15800700;6438.1;6438.1;349202200
06/08/2012;666.03;666.03;320635658;;20957.55;10280656;6552;6552;286802000
06/11/2012;662.5;662.5;509149928;;20905.8;6005396;6516.4;6516.4;479247800
06/12/2012;663.05;663.05;548019179;;20887.63;12236868;6522.5;6522.5;527508400
06/13/2012;670.99;670.99;414357421;;20812.6;11351648;6615.3;6615.3;400960800
06/14/2012;678.97;678.97;477812684;;20702.9;6353415;6696;6696;462294600
06/15/2012;680.7;680.7;1094558717;;20634.18;5846866;6719;6719;1072130000
06/18/2012;660.16;660.16;396358578;;20714.6;5564863;6519.9;6519.9;383114700
06/19/2012;677.32;677.32;396691815;;20776.54;11475559;6693.9;6693.9;385852900
06/20/2012;687.89;687.89;447742148;;20712.41;5248670;6796.1;6796.1;428637800
06/21/2012;686.37;686.37;408709159;;20434.58;3769887;6773.5;6773.5;390880300
06/22/2012;696.18;696.18;758978826;;20509.26;4587445;6876.3;6876.3;744416500
06/25/2012;670;670;754178615;;20426.87;3921923;6624;6624;744949900
06/26/2012;660.92;660.92;521328287;;20372.07;4040057;6528.4;6528.4;511720000
06/27/2012;674.55;674.55;441155107;;20334.85;3160839;6666.9;6666.9;431317600
06/28/2012;679.78;679.78;494771164;;20207.16;11192068;6721.7;6721.7;484854700
06/29/2012;718.49;718.49;736016712;;20207.16;11192068;7102.2;7102.2;717578800
07/02/2012;721.3;721.3;1110137839;;20645.1;7690051;7124;7124;1092937000
07/03/2012;730.53;730.53;662656601;;20776.82;6451879;7219.5;7219.5;646316500
07/04/2012;725.95;725.95;489723186;;20718.49;7517979;7168.5;7168.5;474235300
07/05/2012;704.5;704.5;862719346;;20661.89;14971703;6954.2;6954.2;843156700
07/06/2012;682.61;682.61;960145929;;20602.68;10818738;6738.9;6738.9;943107700
07/09/2012;677.09;677.09;526494079;;20434.36;11287320;6688.3;6688.3;512874000
07/10/2012;679.99;679.99;418883910;;20224.52;22223151;6726.9;6726.9;409872400
07/11/2012;688.2;688.2;528201531;;20089.31;7589237;6805.9;6805.9;518018600
07/12/2012;670.85;670.85;544133984;;19954.85;8770129;6630.1;6630.1;535963400
07/13/2012;673.66;673.66;773757172;;20107.13;2819357;6664.6;6664.6;759995000
07/16/2012;660.03;660.03;867098167;;20067.35;4816979;6532.1;6532.1;854407500
07/17/2012;662.8;662.8;488116564;;20033.85;2692993;6558.2;6558.2;479341000
07/18/2012;665.81;665.81;413268714;;20088.64;7775204;6591.2;6591.2;403837500
07/19/2012;669.75;669.75;362803400;;20115.5;5259407;6632.6;6632.6;315504800
07/20/2012;630.71;630.71;682014296;;20023.06;2495297;6246.3;6246.3;663682700
07/23/2012;624.34;624.34;548441160;;19754.37;4050476;6177.4;6177.4;529499200
07/24/2012;602.56;602.56;486719950;;19536.55;5004079;5956.3;5956.3;472503600
07/25/2012;606.42;606.42;333231476;;19544.29;4837835;6004.9;6004.9;323485000
07/26/2012;644.31;644.31;448334673;;19674.23;5381458;6368.8;6368.8;423483900
07/27/2012;668.8;668.8;377424859;;19822.53;3238820;6617.6;6617.6;359694000
07/30/2012;686.64;686.64;413159971;;19692.52;3747089;6801.8;6801.8;389359600
07/31/2012;680.53;680.53;410816869;;19627.5;10434836;6738.1;6738.1;395658100
08/01/2012;679.38;679.38;227185337;;19452.8;6060024;6720;6720;217050200
08/02/2012;644.82;644.82;384627138;;19282.92;6513656;6373.4;6373.4;370687700
08/03/2012;683.51;683.51;345812599;;19730.47;10446022;6755.7;6755.7;324405800
08/06/2012;712.46;712.46;310399943;;19738.5;2659198;7053.6;7053.6;301334200
08/07/2012;728.15;728.15;362349685;;19754.17;4487649;7211.1;7211.1;346807900
08/08/2012;722.91;722.91;338051729;;19769.55;7988078;7150.2;7150.2;322809900
08/09/2012;719.02;719.02;342403488;;19748.2;5497974;7110.2;7110.2;272979800
08/10/2012;713.58;713.58;213123472;;19806.65;7950191;7047.7;7047.7;169356000
08/13/2012;715.8;715.8;234901431;;19736.77;8939212;7069.6;7069.6;129582700
08/14/2012;721.35;721.35;229311815;;19833.06;4875757;7124.8;7124.8;177703300
08/15/2012;722.04;722.04;132434107;;19844.55;8876983;7128.9;7128.9;117003500
08/16/2012;749.5;749.5;349570229;;20022.02;11870861;7417.3;7417.3;300420600
08/17/2012;763.18;763.18;393715377;;20105.31;3353220;7561;7561;309896700
08/20/2012;754.62;754.62;330006258;;20107.08;7384663;7469.6;7469.6;270355400
08/21/2012;761.73;761.73;230623077;;20304.73;10244296;7544.5;7544.5;196645000
08/22/2012;742.06;742.06;261298140;;20295.43;8752057;7340.7;7340.7;236526700
08/23/2012;736.43;736.43;187057896;;20177.65;8903664;7282.9;7282.9;158559000
08/24/2012;738.51;738.51;137099594;;20215.36;8715835;7310.3;7310.3;119928100
08/27/2012;747.09;747.09;159171759;;20265.77;3091632;7398.9;7398.9;146471400
08/28/2012;740.85;740.85;180959069;;20230.82;9286771;7333.5;7333.5;166511400
08/29/2012;738.02;738.02;236570655;;20197.62;8158905;7306;7306;211448400
08/30/2012;726.69;726.69;169597066;;20197.62;8158905;7195;7195;148144600
08/31/2012;749.84;749.84;384868750;;20311.66;9376145;7420.5;7420.5;333510400
09/03/2012;751.63;751.63;219277788;;20270.41;2710186;7434.2;7434.2;202516900
09/04/2012;757.12;757.12;229961523;;19985.31;10556958;7488.2;7488.2;208161000
09/05/2012;757.68;757.68;221495471;;19977.86;7918950;7494;7494;187348100
09/06/2012;793.32;793.32;403139039;;20161.75;13995009;7862;7862;370918300
09/07/2012;797.12;797.12;425730972;;20494.04;7947430;7882.8;7882.8;373968600
09/10/2012;795.13;795.13;279685111;;20536.23;4033030;7857.7;7857.7;198443800
09/11/2012;803.01;803.01;341578612;;20717.42;9155970;7930.4;7930.4;214160200
09/12/2012;809.73;809.73;413321341;;20997.78;10395598;7992.1;7992.1;320519600
09/13/2012;803.1;803.1;271381283;;21435.23;13746851;7935.9;7935.9;213570300
09/14/2012;823.72;823.72;439919527;;21951.8;22202585;8154.5;8154.5;391309800
09/17/2012;822.75;822.75;295185979;;21762.3;5317995;8148;8148;259013900
09/18/2012;812.82;812.82;325123507;;21610.01;4138275;8058.3;8058.3;266710000
09/19/2012;816.38;816.38;342883546;;21723.63;6335501;8098.8;8098.8;286813800
09/20/2012;808.22;808.22;561479181;;21694.87;6076590;8022.1;8022.1;519820900
09/21/2012;828.78;828.78;1206838547;;21884.55;12397211;8230.7;8230.7;1173428000
09/24/2012;820;820;604767428;;21784.77;4825627;8138.4;8138.4;541586800
09/25/2012;823.74;823.74;399230189;;21747.83;5738593;8175;8175;288905500
09/26/2012;791.34;791.34;424700176;;21583.91;6731949;7854.4;7854.4;356495400
09/27/2012;790.53;790.53;242227477;;21736.07;8306006;7842.3;7842.3;190839200
09/28/2012;777.05;777.05;436718130;;21674.79;5529579;7708.5;7708.5;382853400
10/01/2012;784.21;784.21;556665609;;21674.79;5529579;7784.1;7784.1;533661900
10/02/2012;792.33;792.33;440382073;;21674.79;5529579;7867.1;7867.1;417574500
10/03/2012;787.98;787.98;325730899;;21432.79;8043103;7826.7;7826.7;292883900
10/04/2012;786.71;786.71;382693176;;21680.57;6248035;7812.8;7812.8;354347400
10/05/2012;801.59;801.59;741305009;;21766.63;8896001;7954.4;7954.4;724405800
10/08/2012;795.06;795.06;767246771;;21766.63;8896001;7891;7891;749048800
10/09/2012;780.55;780.55;435192081;;21508.1;5310483;7745.4;7745.4;420769200
10/10/2012;771.94;771.94;498849148;;21399.3;6418160;7668;7668;487158500
10/11/2012;778.98;778.98;340169519;;21525.1;39039371;7734.7;7734.7;322119200
10/12/2012;771.14;771.14;197907438;;21410.29;5980919;7652.4;7652.4;188502100
10/15/2012;774.3;774.3;210348798;;21349.18;2805924;7678.5;7678.5;190140500
10/16/2012;800.36;800.36;330914705;;21472.51;10194197;7940.2;7940.2;290642200
10/17/2012;819.02;819.02;766351650;;21529.58;7900599;8128.2;8128.2;731996100
10/18/2012;815.71;815.71;587273434;;21476.86;10728613;8100.3;8100.3;559318000
10/19/2012;796.97;796.97;686985237;;21443.3;12360199;7913.4;7913.4;666809200
10/22/2012;792.78;792.78;434153691;;21402.98;11937545;7877.1;7877.1;414439500
10/23/2012;780.68;780.68;416355468;;21166.87;10183205;7747.7;7747.7;398819100
10/24/2012;784.77;784.77;375047472;;21056.94;6930179;7791.5;7791.5;360480000
10/25/2012;783.64;783.64;302314564;;21011.04;7623677;7779.2;7779.2;289336200
10/26/2012;783.44;783.44;312081207;;20968.79;3711345;7775.6;7775.6;297469800
10/29/2012;778.16;778.16;215029246;;20918.6;2722650;7728.6;7728.6;204394100
10/30/2012;788.33;788.33;127884572;;20952.4;5162037;7833.9;7833.9;113462500
10/31/2012;790.12;790.12;247685341;;20789.41;21705187;7842.9;7842.9;228099500
11/01/2012;794.31;794.31;160325437;;20789.41;21705187;7886.4;7886.4;155105700
11/02/2012;801.86;801.86;230011229;;20865.63;3648712;7968.9;7968.9;219009400
11/05/2012;786.83;786.83;243801504;;20978.92;5628485;7818.6;7818.6;214385800
11/06/2012;788.6;788.6;209580369;;20935.86;16209093;7837.6;7837.6;180279900
11/07/2012;770.6;770.6;299949451;;20886.62;9258178;7660.7;7660.7;277418100
11/08/2012;767.56;767.56;327890997;;21115.06;9337239;7624.1;7624.1;311337300
11/09/2012;768.14;768.14;248893016;;21046.16;5172150;7636.6;7636.6;214002600
11/12/2012;761.47;761.47;142170766;;21060.33;8299013;7567.8;7567.8;124122100
11/13/2012;774.9;774.9;234510442;;21067.94;6882988;7693.4;7693.4;211067200
11/14/2012;772.57;772.57;313833163;;20523.54;8103152;7673;7673;293988900
11/15/2012;774.84;774.84;196883710;;20093.83;12826272;7695.5;7695.5;184208100
11/16/2012;763.54;763.54;257415238;;20044;10396499;7588.2;7588.2;248377000
11/19/2012;780.97;780.97;229134500;;20307.63;7488505;7763.8;7763.8;216749600
11/20/2012;782.72;782.72;158752416;;20191.7;8533487;7778.7;7778.7;149449100
11/21/2012;785.52;785.52;196404024;;20102.05;8752797;7805.4;7805.4;171832600
11/22/2012;792.52;792.52;167204922;;20039.84;11028478;7875.6;7875.6;152229500
11/23/2012;795.9;795.9;179860282;;20227.74;23040614;7909.6;7909.6;167151500
11/26/2012;792.7;792.7;177543801;;20211.52;14135912;7874.8;7874.8;163134600
11/27/2012;791.22;791.22;336985497;;20096.61;31080313;7863.7;7863.7;311608000
11/28/2012;787.79;787.79;287873237;;20073.39;15659519;7837.6;7837.6;276940500
11/29/2012;801.04;801.04;394013781;;20165.15;23298105;7973.7;7973.7;368224800
11/30/2012;798.04;798.04;388173236;;20044.62;123606170;7934.6;7934.6;352853800
12/03/2012;794.33;794.33;331844721;;20291.44;20949557;7889.2;7889.2;310948900
12/04/2012;796.11;796.11;318752417;;20260.81;10222759;7902.4;7902.4;296432600
12/05/2012;794.38;794.38;446510467;;20199.39;9764314;7883.2;7883.2;426863000
12/06/2012;798.14;798.14;388758681;;20192.09;4778581;7910.8;7910.8;379898100
12/07/2012;792.4;792.4;471834016;;19938.26;8436147;7848.5;7848.5;448259300
12/10/2012;786.99;786.99;392588251;;19908.02;9592533;7804.4;7804.4;385354800
12/11/2012;798.1;798.1;399879413;;20147.83;10737177;7920.9;7920.9;382608900
12/12/2012;804.64;804.64;564533303;;20272.09;13102092;7986.8;7986.8;545524400
12/13/2012;808.13;808.13;686281903;;20158.65;6254923;8017.1;8017.1;636682800
12/14/2012;808.99;808.99;361890017;;20147.08;8161661;8024.1;8024.1;324996300
12/17/2012;810.06;810.06;423235884;;20163.94;8643380;8040.3;8040.3;400984400
12/18/2012;822.18;822.18;765015311;;20292.21;1687736868;8168.8;8168.8;741294800
12/19/2012;831.87;831.87;695167379;;20466.87;6232520;8264.2;8264.2;667061100
12/20/2012;832.33;832.33;821854334;;20350.45;8858130;8264.2;8264.2;726649100
12/21/2012;835.23;835.23;1622294937;;20338.87;7918690;8291;8291;1582221000
12/24/2012;835.85;835.85;213392706;;20307.31;1237064;8299.5;8299.5;163092400
12/25/2012;835.85;835.85;213392706;;20307.31;1237064;8299.5;8299.5;163092400
12/26/2012;835.85;835.85;213392706;;20354.4;3803863;8299.5;8299.5;163092400
12/27/2012;834.16;834.16;534204126;;20377.63;7054768;8280.9;8280.9;448461400
12/28/2012;820.48;820.48;386941054;;20548.18;7138115;8131;8131;343087500
12/31/2012;824.7;824.7;225800876;;20629.35;3656275;8167.5;8167.5;192796100
01/01/2013;824.7;824.7;225800876;;20629.35;3656275;8167.5;8167.5;192796100
01/02/2013;852.53;852.53;842534775;;21016.02;11420927;8447.6;8447.6;743924900
01/03/2013;849.15;849.15;734183139;;21120.35;6448808;8403.4;8403.4;650932600
01/04/2013;853.93;853.93;897845033;;21221.45;3544468;8435.8;8435.8;788409200
01/07/2013;853.15;853.15;511933181;;21336.93;7805584;8419;8419;421424400
01/08/2013;856.74;856.74;646248805;;21544.54;18982920;8453;8453;554304500
01/09/2013;873.32;873.32;812788739;;21588.08;22581039;8606.4;8606.4;726275900
01/10/2013;875.17;875.17;1259024512;;21902.23;19422174;8618.9;8618.9;1096294000
01/11/2013;880.56;880.56;527508135;;21905.52;18356959;8664.7;8664.7;404343500
01/14/2013;878.34;878.34;450505002;;21870.35;10216017;8632.1;8632.1;379437600
01/15/2013;873.44;873.44;493522970;;21735.27;6673324;8601;8601;443468400
01/16/2013;872.07;872.07;519365700;;21836.92;5961808;8581.1;8581.1;471597100
01/17/2013;876.68;876.68;396532267;;21761.43;6945842;8628.9;8628.9;352792800
01/18/2013;874.32;874.32;536811706;;21666.72;9394062;8604;8604;497450800
01/21/2013;879.82;879.82;341171669;;21747.62;3261318;8665.9;8665.9;304344800
01/22/2013;876.37;876.37;326883918;;21625.27;12380862;8632.1;8632.1;284555700
01/23/2013;874.15;874.15;475159506;;21651.73;7355333;8613.3;8613.3;356796100
01/24/2013;879.77;879.77;310433136;;21500.47;9355806;8665.6;8665.6;252356500
01/25/2013;885.86;885.86;295936195;;21282.8;10441599;8724.6;8724.6;230191900
01/28/2013;881.52;881.52;259312466;;20926.11;9703811;8672.5;8672.5;215436300
01/29/2013;878.25;878.25;275925090;;20940.92;6049790;8643;8643;229479300
01/30/2013;870.11;870.11;307884572;;21305.86;8533217;8571.9;8571.9;254931700
01/31/2013;848.79;848.79;427143322;;21435.29;15707602;8362.3;8362.3;358616000
02/01/2013;835.36;835.36;776898994;;21800.27;14372468;8229.7;8229.7;716620400
02/04/2013;803.17;803.17;495563464;;21641.7;8229843;7919.6;7919.6;443709200
02/05/2013;820.58;820.58;437011084;;21730.15;12943709;8093.6;8093.6;386175000
02/06/2013;816.75;816.75;430549301;;21754.08;16578504;8056.2;8056.2;392386000
02/07/2013;813.02;813.02;360553439;;21707.35;7437241;8014.6;8014.6;293002500
02/08/2013;830.06;830.06;349368903;;21778.57;5853178;8174.9;8174.9;290258700
02/11/2013;820.83;820.83;278362310;;21613.02;5403890;8078.6;8078.6;229639300
02/12/2013;836.26;836.26;338288020;;21627.8;8411738;8234.7;8234.7;279095100
02/13/2013;843.36;843.36;403386303;;21612.37;11279890;8306.2;8306.2;326412000
02/14/2013;836.9;836.9;389240626;;21395.39;8341895;8247.4;8247.4;307067200
02/15/2013;827.29;827.29;409612961;;21108.1;7916980;8150.2;8150.2;316085100
02/18/2013;822.7;822.7;278989609;;21106.48;3312835;8108.9;8108.9;224295500
02/19/2013;834.67;834.67;354599720;;21026.39;14459418;8225.3;8225.3;305056000
02/20/2013;828.12;828.12;254724391;;20818.86;24769360;8163;8163;211460600
02/21/2013;813.15;813.15;365983179;;20663.4;11629475;8014.5;8014.5;320814100
02/22/2013;829.07;829.07;294189607;;20633.63;9204524;8179;8179;251308800
02/25/2013;835.32;835.32;443601524;;20562.5;9055548;8244.5;8244.5;379890900
02/26/2013;808.34;808.34;549457815;;20678.88;8688621;7980.7;7980.7;498711800
02/27/2013;824.2;824.2;341957161;;20640.62;8685642;8136.7;8136.7;309485200
02/28/2013;833.59;833.59;480533663;;20611.68;27727229;8230.3;8230.3;417395700
03/01/2013;828.58;828.58;842354539;;20646.48;5788193;8187.1;8187.1;382913600
03/04/2013;833.9;833.9;1102492810;;20385.47;4105274;8246.3;8246.3;348470600
03/05/2013;850.95;850.95;716927824;;20446.4;12100442;8423.3;8423.3;299196800
03/06/2013;844.4;844.4;637321162;;20560.62;7573213;8358.9;8358.9;318437300
03/07/2013;847.65;847.65;369940726;;20364.56;22428740;8389.1;8389.1;231567600
03/08/2013;871.9;871.9;649111004;;20384.79;11375690;8628.1;8628.1;553895700
03/11/2013;864.47;864.47;278472404;;20360.8;5970170;8554.4;8554.4;230042600
03/12/2013;861.96;861.96;283233290;;20218.3;7897611;8532.3;8532.3;232612700
03/13/2013;858.51;858.51;322720296;;19796.57;19244767;8498.3;8498.3;282962000
03/14/2013;875.28;875.28;385901937;;19796.84;18751538;8657.9;8657.9;355724600
03/15/2013;872.1;872.1;845932817;;20196.13;9732510;8619.1;8619.1;790222600
03/18/2013;859.63;859.63;345946567;;20155.47;5056123;8507.8;8507.8;302852800
03/19/2013;840.06;840.06;471658042;;19815.95;12645010;8321;8321;431830200
03/20/2013;850.2;850.2;491448495;;19852.6;8659161;8416.3;8416.3;348846300
03/21/2013;843.49;843.49;419521553;;19966.45;4050296;8351.2;8351.2;372281200
03/22/2013;841.17;841.17;372090091;;19992.52;4644767;8329.5;8329.5;341247000
03/25/2013;821.47;821.47;669013670;;19744.55;8263770;8140.6;8140.6;564248200
03/26/2013;805.24;805.24;607600606;;19762.85;5277315;7990.5;7990.5;521220200
03/27/2013;796.49;796.49;631762658;;19858.95;9409358;7900.4;7900.4;559216400
03/28/2013;798.39;798.39;385879742;;19858.95;9409358;7920;7920;322870300
03/29/2013;798.39;798.39;385879742;;19858.95;9409358;7920;7920;322870300
04/01/2013;798.39;798.39;385879742;;19917.41;9993017;7920;7920;322870300
04/02/2013;811.91;811.91;692032074;;19702.15;7273460;8050.4;8050.4;650872200
04/03/2013;796.65;796.65;395042545;;19549.08;9258162;7904.3;7904.3;351000700
04/04/2013;791.22;791.22;427194816;;19608.48;14097629;7847.9;7847.9;396525200
04/05/2013;786.38;786.38;417252903;;19509.57;11039354;7798.4;7798.4;390410900
04/08/2013;784.96;784.96;355261116;;19381.26;5120858;7787.1;7787.1;322329300
04/09/2013;793.75;793.75;340607134;;19494.2;8355638;7872.5;7872.5;311335400
04/10/2013;821.29;821.29;523946978;;19389.54;15665945;8136.4;8136.4;481587600
04/11/2013;823.75;823.75;330562768;;19462.2;8811547;8159.5;8159.5;304551200
04/12/2013;810.39;810.39;302797031;;19226.88;6144584;8040.4;8040.4;276239500
04/15/2013;807.94;807.94;363426948;;18435.84;10925764;8014.1;8014.1;345047400
04/16/2013;801.89;801.89;390070738;;18487.57;6042671;7948.7;7948.7;371546000
04/17/2013;788.22;788.22;480278433;;17915.72;11429168;7803;7803;450985200
04/18/2013;789.24;789.24;350674033;;17858.14;3222120;7812.5;7812.5;330565100
04/19/2013;799.25;799.25;417903749;;17904.84;12414564;7915.5;7915.5;389530400
04/22/2013;809.96;809.96;406625875;;17900.16;3348143;8027.7;8027.7;382219000
04/23/2013;836.74;836.74;534069160;;17781.56;7726346;8289.3;8289.3;506905300
04/24/2013;846.41;846.41;454341494;;17662.16;13000096;8389.3;8389.3;432391600
04/25/2013;843.12;843.12;342189917;;18153.91;9541780;8365.1;8365.1;327368500
04/26/2013;836.03;836.03;332269426;;17789.27;7552918;8297;8297;302584300
04/29/2013;851.64;851.64;437271452;;17822.09;8441807;8450.9;8450.9;394559900
04/30/2013;848.43;848.43;407857285;;17352.92;27197002;8419;8419;373813100
05/01/2013;848.43;848.43;407857285;;17352.92;27197002;8419;8419;373813100
05/02/2013;847.82;847.82;365550047;;17447.61;18051594;8406.4;8406.4;347119700
05/03/2013;861.72;861.72;363878886;;17652.27;13713758;8544.8;8544.8;337970900
05/06/2013;857.28;857.28;198024192;;17706.34;3234310;8503.8;8503.8;183679300
05/07/2013;862.3;862.3;335427334;;17408.11;10435019;8544;8544;308589900
05/08/2013;866.84;866.84;380654517;;17575.32;11498724;8597;8597;329380900
05/09/2013;864.29;864.29;351832808;;17812.75;10245608;8572.7;8572.7;319846500
05/10/2013;860.6;860.6;352116087;;17801.38;6525734;8544.5;8544.5;318135400
05/13/2013;851.14;851.14;354563804;;17996.48;7498713;8457.8;8457.8;333669200
05/14/2013;852.46;852.46;344663619;;17565.34;7602607;8474.6;8474.6;308874200
05/15/2013;863.04;863.04;334079341;;17129.65;20769098;8582.5;8582.5;302835200
05/16/2013;859.9;859.9;288271453;;16416.57;11098086;8542.3;8542.3;251385800
05/17/2013;863.24;863.24;473347124;;16543.37;10992282;8582.4;8582.4;431570600
05/20/2013;856.13;856.13;275974401;;16679.29;2854621;8515.2;8515.2;248947300
05/21/2013;851.01;851.01;319712568;;16745.83;7302870;8464.5;8464.5;289662400
05/22/2013;850.86;850.86;334749237;;16736.28;15845611;8462.4;8462.4;298298900
05/23/2013;839.04;839.04;442351137;;16610.8;8729030;8343.6;8343.6;340252000
05/24/2013;831.22;831.22;304271514;;16454.05;3812242;8264.6;8264.6;240849600
05/27/2013;841.33;841.33;375548370;;16418.54;3415194;8363.6;8363.6;314624100
05/28/2013;856.9;856.9;790677227;;16259.62;8557584;8511.3;8511.3;439228200
05/29/2013;850.54;850.54;541371611;;16110.1;5863727;8441.7;8441.7;347552800
05/30/2013;849.72;849.72;579967112;;16097.54;26885980;8433.5;8433.5;425245400
05/31/2013;839.1;839.1;761521781;;16049.65;30748298;8320.6;8320.6;378527200
06/03/2013;834.75;834.75;553199718;;15970.84;10455026;8284.4;8284.4;308723400
06/04/2013;842.73;842.73;510281492;;16063.22;11586887;8363;8363;372042300
06/05/2013;835.06;835.06;552895173;;15959.73;6178332;8290.7;8290.7;453002900
06/06/2013;827.29;827.29;456549934;;15914.96;5398219;8216.7;8216.7;386953300
06/07/2013;832.23;832.23;524376478;;16114.33;31517729;8266.6;8266.6;457519300
06/10/2013;827.94;827.94;578955952;;16145.86;18949190;8227.4;8227.4;517925200
06/11/2013;814.11;814.11;541637964;;15713.69;11884195;8089.3;8089.3;486075000
06/12/2013;816.9;816.9;392337285;;15761.38;6971082;8123.8;8123.8;341859100
06/13/2013;812.03;812.03;426926580;;16347.38;24743441;8071.7;8071.7;356951600
06/14/2013;812.37;812.37;463208753;;16437.48;11668395;8070.9;8070.9;392602700
06/17/2013;819.15;819.15;335569099;;16645.7;12802341;8136.3;8136.3;269484300
06/18/2013;823.43;823.43;302661172;;16714.68;12985678;8180.2;8180.2;273885900
06/19/2013;814.89;814.89;301055491;;16561.75;11561979;8098.3;8098.3;269563000
06/20/2013;787.18;787.18;494580738;;15746.1;5487209;7822.1;7822.1;439343300
06/21/2013;775.36;775.36;899869095;;15630.08;11714385;7700.2;7700.2;830900100
06/24/2013;760.72;760.72;817882060;;15250.53;2988870;7553.2;7553.2;765329100
06/25/2013;766.51;766.51;802738420;;15328.74;6261957;7607.7;7607.7;726504800
06/26/2013;788.5;788.5;392799616;;15134.25;10960720;7823;7823;339677400
06/27/2013;789.67;789.67;652855887;;15166.67;5426046;7844.4;7844.4;602827300
06/28/2013;781.82;781.82;358136148;;15549.55;8473892;7762.7;7762.7;301879000
07/01/2013;796.09;796.09;968179961;;15621.95;15004497;7907.1;7907.1;927688900
07/02/2013;794.58;794.58;1062371453;;15492.35;3036995;7886.6;7886.6;979617700
07/03/2013;781.86;781.86;683891740;;15450.24;2018703;7763.8;7763.8;652559000
07/04/2013;806.1;806.1;799790874;;15415.37;4619456;8002;8002;755366200
07/05/2013;792.46;792.46;547658571;;15181.7;9185931;7868.4;7868.4;509409700
07/08/2013;807.28;807.28;519896197;;15152.49;2111988;8017.6;8017.6;483925400
07/09/2013;807.73;807.73;385088512;;14899.53;6027666;8014.8;8014.8;337130500
07/10/2013;804.54;804.54;544883434;;14643.03;7348791;7995;7995;506107000
07/11/2013;807.82;807.82;266628195;;14955.11;8121266;8030.7;8030.7;234292100
07/12/2013;790.23;790.23;314849892;;15013.6;5088699;7844.7;7844.7;264716900
07/15/2013;790.96;790.96;784118254;;15023;6083214;7855.1;7855.1;749722700
07/16/2013;784.92;784.92;707371729;;15136.15;5039714;7798.2;7798.2;681397100
07/17/2013;786.48;786.48;337991543;;15326.01;9144039;7812.7;7812.7;307346000
07/18/2013;801.11;801.11;260407247;;15318.54;15634118;7957.3;7957.3;226286800
07/19/2013;799.69;799.69;407061468;;15417.65;13644864;7943.2;7943.2;330478600
07/22/2013;802.26;802.26;323830273;;15524.31;10745699;7966;7966;282280000
07/23/2013;814.33;814.33;335017655;;15622.8;11063396;8073.7;8073.7;294037500
07/24/2013;826.8;826.8;364579613;;15412.89;12838593;8192.5;8192.5;299931300
07/25/2013;837.01;837.01;346138760;;15335.67;4500543;8282.1;8282.1;280369800
07/26/2013;843.98;843.98;370818820;;15310.92;17662017;8353.6;8353.6;315216400
07/29/2013;845.45;845.45;266715281;;15310.92;17662017;8376.1;8376.1;221832200
07/30/2013;853.15;853.15;328220124;;15122.77;6467252;8456.5;8456.5;279866100
07/31/2013;852.3;852.3;279401284;;15118.46;3629039;8433.4;8433.4;235138100
08/01/2013;863.31;863.31;275287155;;15308.76;4740969;8540.2;8540.2;227510400
08/02/2013;866.49;866.49;353637048;;15298.04;5718109;8574;8574;301730400
08/05/2013;865.05;865.05;225983138;;15267.87;902723;8560.8;8560.8;168736200
08/06/2013;861.65;861.65;255545698;;15045.4;2149169;8529.5;8529.5;193086100
08/07/2013;866.77;866.77;279515881;;15082.58;13227403;8574.1;8574.1;212240500
08/08/2013;877.89;877.89;310730529;;15226.93;4545219;8671.8;8671.8;223158600
08/09/2013;884.69;884.69;308959520;;15638.41;14181752;8735.5;8735.5;223264800
08/12/2013;882.95;882.95;287455958;;16255.61;16102926;8717.7;8717.7;213809000
08/13/2013;887.22;887.22;218694270;;16362.32;9476733;8758.5;8758.5;161630100
08/14/2013;891.55;891.55;306788477;;16500.91;6147906;8789.3;8789.3;217980800
08/15/2013;886.03;886.03;227447622;;16509.26;9233176;8737.6;8737.6;155671400
08/16/2013;895.68;895.68;320319559;;16525.49;10734963;8821.3;8821.3;248383200
08/19/2013;878.47;878.47;348378480;;16550.76;5441318;8657.1;8657.1;187751200
08/20/2013;862.55;862.55;341490677;;16681;10784287;8502.4;8502.4;249092400
08/21/2013;858.55;858.55;259623844;;16615.31;11810163;8461.8;8461.8;150438000
08/22/2013;875.01;875.01;361044138;;16596.22;3834765;8629.7;8629.7;239090700
08/23/2013;881.03;881.03;213269294;;16765.36;6840890;8686.8;8686.8;151425800
08/26/2013;876.97;876.97;216219409;;16855.55;7263155;8649.9;8649.9;132972600
08/27/2013;850.05;850.05;438359416;;16506.57;6045126;8394;8394;333412200
08/28/2013;850.38;850.38;331646857;;16521.58;3167176;8398.1;8398.1;243126200
08/29/2013;853.93;853.93;221132234;;16652.22;6312677;8432.1;8432.1;168128000
08/30/2013;840.02;840.02;288576856;;16652.22;6312677;8290.5;8290.5;219593700
09/02/2013;854.01;854.01;272550210;;16714.59;12717063;8429.6;8429.6;217109500
09/03/2013;855.14;855.14;270391622;;16928.39;6797549;8445.2;8445.2;200987800
09/04/2013;859.6;859.6;351299996;;16826.8;5966171;8490.3;8490.3;276743000
09/05/2013;866.32;866.32;385171896;;16767.41;4841607;8550;8550;314391000
09/06/2013;876.82;876.82;404421520;;16966.79;3829513;8655;8655;290998900
